1504.566016,,cpu-clock
1488.744412,,cpu-clock
1504.644335,,cpu-clock
1484.506919,,cpu-clock
1497.259336,,cpu-clock
1520.342761,,cpu-clock
1495.710259,,cpu-clock
1501.063168,,cpu-clock
1502.616483,,cpu-clock
1480.196339,,cpu-clock
1499.513037,,cpu-clock
1520.859973,,cpu-clock
1515.589862,,cpu-clock
1499.666448,,cpu-clock
1526.495211,,cpu-clock
1489.358218,,cpu-clock
1504.308561,,cpu-clock
1499.085594,,cpu-clock
1516.629450,,cpu-clock
1487.963382,,cpu-clock
1497.125977,,cpu-clock
1484.180580,,cpu-clock
1501.249495,,cpu-clock
1504.138460,,cpu-clock
1487.337851,,cpu-clock
1484.181099,,cpu-clock
1488.673139,,cpu-clock
1499.431621,,cpu-clock
1496.519550,,cpu-clock
1499.676919,,cpu-clock
1484.514146,,cpu-clock
1492.932815,,cpu-clock
1493.932820,,cpu-clock
1509.659045,,cpu-clock
1496.919740,,cpu-clock
1522.703601,,cpu-clock
1493.939267,,cpu-clock
1484.556110,,cpu-clock
1482.720748,,cpu-clock
1490.603192,,cpu-clock
1496.539731,,cpu-clock
1506.277750,,cpu-clock
1483.261592,,cpu-clock
1513.754453,,cpu-clock
1500.111814,,cpu-clock
1497.327985,,cpu-clock
1589.333603,,cpu-clock
1499.768280,,cpu-clock
1479.351117,,cpu-clock
1498.646463,,cpu-clock
1481.482938,,cpu-clock
1477.886059,,cpu-clock
1495.377443,,cpu-clock
1496.660633,,cpu-clock
1492.229224,,cpu-clock
1502.239490,,cpu-clock
1481.135574,,cpu-clock
1507.090698,,cpu-clock
1531.287542,,cpu-clock
1498.305300,,cpu-clock
1503.286915,,cpu-clock
1507.974081,,cpu-clock
1520.697588,,cpu-clock
1495.371987,,cpu-clock
1487.516596,,cpu-clock
1491.384208,,cpu-clock
1514.929688,,cpu-clock
1476.562575,,cpu-clock
1504.654947,,cpu-clock
1494.328694,,cpu-clock
1512.145184,,cpu-clock
1486.807824,,cpu-clock
1520.958954,,cpu-clock
1487.434037,,cpu-clock
1507.666363,,cpu-clock
1518.083581,,cpu-clock
1499.467942,,cpu-clock
1504.472452,,cpu-clock
1500.479895,,cpu-clock
1497.591944,,cpu-clock
1495.184009,,cpu-clock
1501.659717,,cpu-clock
1500.020695,,cpu-clock
1498.555710,,cpu-clock
1506.396499,,cpu-clock
1503.813292,,cpu-clock
1504.916544,,cpu-clock
1499.590741,,cpu-clock
1490.994171,,cpu-clock
1496.467784,,cpu-clock
1480.435189,,cpu-clock
1503.797711,,cpu-clock
1484.777184,,cpu-clock
1528.718785,,cpu-clock
1496.976081,,cpu-clock
1517.562052,,cpu-clock
1496.140239,,cpu-clock
1515.673368,,cpu-clock
1482.116432,,cpu-clock
1511.589542,,cpu-clock
1504.536066,,cpu-clock
1520.035015,,cpu-clock
1506.233216,,cpu-clock
1492.139143,,cpu-clock
1483.552644,,cpu-clock
1496.927407,,cpu-clock
1489.236943,,cpu-clock
1495.624183,,cpu-clock
1493.505129,,cpu-clock
1493.929144,,cpu-clock
1491.629156,,cpu-clock
1511.306046,,cpu-clock
1491.802569,,cpu-clock
1497.385509,,cpu-clock
1491.416929,,cpu-clock
1490.040401,,cpu-clock
1494.386318,,cpu-clock
1512.684154,,cpu-clock
1509.255387,,cpu-clock
1571.626942,,cpu-clock
1500.991420,,cpu-clock
1493.329343,,cpu-clock
1478.446375,,cpu-clock
1510.109061,,cpu-clock
1524.044116,,cpu-clock
1492.088061,,cpu-clock
1495.322660,,cpu-clock
1528.175920,,cpu-clock
1502.097269,,cpu-clock
1614.399812,,cpu-clock
1505.018705,,cpu-clock
1510.406635,,cpu-clock
1498.947243,,cpu-clock
1488.083590,,cpu-clock
1506.779167,,cpu-clock
1499.294011,,cpu-clock
1492.444043,,cpu-clock
1495.872064,,cpu-clock
1485.773328,,cpu-clock
1490.752135,,cpu-clock
1488.543580,,cpu-clock
1494.472655,,cpu-clock
1499.433133,,cpu-clock
1492.830508,,cpu-clock
1493.273242,,cpu-clock
1487.816133,,cpu-clock
1478.709928,,cpu-clock
1503.981569,,cpu-clock
1507.150709,,cpu-clock
1490.894850,,cpu-clock
1491.599004,,cpu-clock
1486.696250,,cpu-clock
1488.606757,,cpu-clock
1494.935141,,cpu-clock
1481.716292,,cpu-clock
1490.085222,,cpu-clock
1485.447935,,cpu-clock
1506.303891,,cpu-clock
1484.588554,,cpu-clock
1497.421355,,cpu-clock
1495.854005,,cpu-clock
1506.974865,,cpu-clock
1501.122560,,cpu-clock
1508.872881,,cpu-clock
1500.881044,,cpu-clock
1500.112203,,cpu-clock
1489.033416,,cpu-clock
1494.868143,,cpu-clock
1520.887837,,cpu-clock
1500.959651,,cpu-clock
1497.703477,,cpu-clock
1527.227684,,cpu-clock
1497.945281,,cpu-clock
1507.548776,,cpu-clock
1502.886913,,cpu-clock
1487.840913,,cpu-clock
1531.933046,,cpu-clock
1480.781647,,cpu-clock
1483.262672,,cpu-clock
1482.437911,,cpu-clock
1515.252408,,cpu-clock
1491.244302,,cpu-clock
1492.272768,,cpu-clock
1488.756415,,cpu-clock
1491.149262,,cpu-clock
1499.060183,,cpu-clock
1521.947518,,cpu-clock
1493.922454,,cpu-clock
1496.854653,,cpu-clock
1496.126287,,cpu-clock
1516.660267,,cpu-clock
1512.783767,,cpu-clock
1585.974481,,cpu-clock
1488.589481,,cpu-clock
1499.338031,,cpu-clock
1499.814347,,cpu-clock
1501.268047,,cpu-clock
1497.808205,,cpu-clock
1511.234373,,cpu-clock
1530.157257,,cpu-clock
1490.230013,,cpu-clock
1510.242226,,cpu-clock
1483.043107,,cpu-clock
1579.026574,,cpu-clock
1518.920488,,cpu-clock
1498.950720,,cpu-clock
1511.204096,,cpu-clock
1489.518590,,cpu-clock
1490.823974,,cpu-clock
1498.142141,,cpu-clock
1489.803078,,cpu-clock
1489.209047,,cpu-clock
1507.267074,,cpu-clock
1487.608734,,cpu-clock
1501.678343,,cpu-clock
1505.670608,,cpu-clock
1501.666353,,cpu-clock
1484.724540,,cpu-clock
1512.986021,,cpu-clock
1485.784953,,cpu-clock
1505.831716,,cpu-clock
1478.970895,,cpu-clock
1513.967551,,cpu-clock
1496.961671,,cpu-clock
1489.026922,,cpu-clock
1523.344892,,cpu-clock
1495.515162,,cpu-clock
1479.711468,,cpu-clock
1520.122330,,cpu-clock
1549.798731,,cpu-clock
1500.347326,,cpu-clock
1508.023816,,cpu-clock
1493.008418,,cpu-clock
1480.184948,,cpu-clock
1487.994822,,cpu-clock
1490.636948,,cpu-clock
1487.712438,,cpu-clock
1503.237262,,cpu-clock
1522.406701,,cpu-clock
1491.898034,,cpu-clock
1478.487735,,cpu-clock
1489.780434,,cpu-clock
1490.688961,,cpu-clock
1489.759077,,cpu-clock
1499.363801,,cpu-clock
1487.477651,,cpu-clock
1492.505990,,cpu-clock
1479.516667,,cpu-clock
1545.608729,,cpu-clock
1496.085324,,cpu-clock
1511.912630,,cpu-clock
1498.419325,,cpu-clock
1514.222955,,cpu-clock
1491.531313,,cpu-clock
1501.182692,,cpu-clock
1508.287921,,cpu-clock
1498.600744,,cpu-clock
1541.041304,,cpu-clock
1503.345230,,cpu-clock
1498.166065,,cpu-clock
1514.620940,,cpu-clock
1506.294563,,cpu-clock
1514.068952,,cpu-clock
1510.634850,,cpu-clock
1506.757731,,cpu-clock
1514.186257,,cpu-clock
1561.336724,,cpu-clock
1478.959917,,cpu-clock
1492.054590,,cpu-clock
1488.790355,,cpu-clock
1481.076011,,cpu-clock
1486.710727,,cpu-clock
1497.285156,,cpu-clock
1514.347063,,cpu-clock
1499.647331,,cpu-clock
1497.895067,,cpu-clock
1493.102138,,cpu-clock
1536.038690,,cpu-clock
1510.173046,,cpu-clock
1492.327926,,cpu-clock
1475.612033,,cpu-clock
1496.579093,,cpu-clock
1512.399335,,cpu-clock
1507.119357,,cpu-clock
1515.444721,,cpu-clock
1498.895074,,cpu-clock
1491.903748,,cpu-clock
1496.798277,,cpu-clock
1480.916283,,cpu-clock
1504.485917,,cpu-clock
1500.690508,,cpu-clock
1492.835959,,cpu-clock
1477.144095,,cpu-clock
1479.845599,,cpu-clock
1488.372856,,cpu-clock
1508.993882,,cpu-clock
1491.494236,,cpu-clock
1473.585494,,cpu-clock
1487.561249,,cpu-clock
1493.250639,,cpu-clock
1495.033989,,cpu-clock
1500.955791,,cpu-clock
1493.940092,,cpu-clock
1502.019861,,cpu-clock
1491.461702,,cpu-clock
1483.341302,,cpu-clock
1496.536645,,cpu-clock
1516.497409,,cpu-clock
1482.615957,,cpu-clock
1510.152266,,cpu-clock
1477.425447,,cpu-clock
1500.932373,,cpu-clock
1486.185802,,cpu-clock
1490.304200,,cpu-clock
1485.774306,,cpu-clock
1496.481457,,cpu-clock
1494.769189,,cpu-clock
1495.947412,,cpu-clock
1489.081070,,cpu-clock
1507.123714,,cpu-clock
1490.582545,,cpu-clock
1505.091046,,cpu-clock
1496.499906,,cpu-clock
1498.526792,,cpu-clock
1482.514962,,cpu-clock
1527.952366,,cpu-clock
1482.502082,,cpu-clock
1487.155715,,cpu-clock
1491.972753,,cpu-clock
1500.754022,,cpu-clock
1516.636382,,cpu-clock
1496.660859,,cpu-clock
1491.846855,,cpu-clock
1510.872632,,cpu-clock
1494.593615,,cpu-clock
1511.322823,,cpu-clock
1512.798426,,cpu-clock
1515.846729,,cpu-clock
1517.846799,,cpu-clock
1611.880989,,cpu-clock
1494.011478,,cpu-clock
1525.381806,,cpu-clock
1482.744565,,cpu-clock
1485.465006,,cpu-clock
1483.188613,,cpu-clock
1495.465621,,cpu-clock
1497.483439,,cpu-clock
1505.452697,,cpu-clock
1518.665699,,cpu-clock
1497.154283,,cpu-clock
1500.550065,,cpu-clock
1482.065528,,cpu-clock
1486.767608,,cpu-clock
1504.216207,,cpu-clock
1487.431624,,cpu-clock
1506.155249,,cpu-clock
1496.496262,,cpu-clock
1501.251000,,cpu-clock
1500.587645,,cpu-clock
1489.394523,,cpu-clock
1513.021745,,cpu-clock
1502.026332,,cpu-clock
1510.520878,,cpu-clock
1497.697320,,cpu-clock
1508.370062,,cpu-clock
1505.477010,,cpu-clock
1530.545883,,cpu-clock
1528.634590,,cpu-clock
1493.062539,,cpu-clock
1502.209798,,cpu-clock
1506.478708,,cpu-clock
1516.865959,,cpu-clock
1502.124957,,cpu-clock
1524.977222,,cpu-clock
1533.905514,,cpu-clock
1506.894516,,cpu-clock
1490.636209,,cpu-clock
1498.693734,,cpu-clock
1479.229045,,cpu-clock
1495.976217,,cpu-clock
1489.626927,,cpu-clock
1497.467435,,cpu-clock
1529.515160,,cpu-clock
1482.978716,,cpu-clock
1513.392649,,cpu-clock
1509.338419,,cpu-clock
1506.597837,,cpu-clock
1490.387042,,cpu-clock
1497.385323,,cpu-clock
1497.311781,,cpu-clock
1486.226780,,cpu-clock
1505.192952,,cpu-clock
1482.466126,,cpu-clock
1483.158244,,cpu-clock
1491.248094,,cpu-clock
1491.184309,,cpu-clock
1498.959384,,cpu-clock
1496.265373,,cpu-clock
1501.745332,,cpu-clock
1521.505701,,cpu-clock
1480.508071,,cpu-clock
1489.529431,,cpu-clock
1499.404327,,cpu-clock
1485.084859,,cpu-clock
1551.287118,,cpu-clock
1509.977782,,cpu-clock
1481.877400,,cpu-clock
1551.100648,,cpu-clock
1498.494639,,cpu-clock
1502.731504,,cpu-clock
1504.985031,,cpu-clock
1518.733224,,cpu-clock
1560.226438,,cpu-clock
1536.496965,,cpu-clock
1494.573254,,cpu-clock
1500.831521,,cpu-clock
1498.165210,,cpu-clock
1561.133994,,cpu-clock
1484.438764,,cpu-clock
1509.408335,,cpu-clock
1519.443539,,cpu-clock
1510.926272,,cpu-clock
1497.927553,,cpu-clock
1491.861235,,cpu-clock
1493.743434,,cpu-clock
1488.608181,,cpu-clock
1484.398640,,cpu-clock
1490.882281,,cpu-clock
1484.926307,,cpu-clock
1492.405930,,cpu-clock
1497.770522,,cpu-clock
1487.998977,,cpu-clock
1511.538244,,cpu-clock
1509.177242,,cpu-clock
1500.183837,,cpu-clock
1491.942046,,cpu-clock
1522.377512,,cpu-clock
1498.362871,,cpu-clock
1505.637175,,cpu-clock
1485.325116,,cpu-clock
1532.460912,,cpu-clock
1499.571905,,cpu-clock
1489.608123,,cpu-clock
1495.593822,,cpu-clock
1485.775616,,cpu-clock
1486.947633,,cpu-clock
1496.268976,,cpu-clock
1506.119018,,cpu-clock
1512.819793,,cpu-clock
1499.136226,,cpu-clock
1498.999058,,cpu-clock
1481.615694,,cpu-clock
1512.333250,,cpu-clock
1487.169001,,cpu-clock
1504.726692,,cpu-clock
1492.187700,,cpu-clock
1487.905854,,cpu-clock
1492.737918,,cpu-clock
1496.993911,,cpu-clock
1483.862490,,cpu-clock
1485.786755,,cpu-clock
1493.413477,,cpu-clock
1486.407398,,cpu-clock
1488.504597,,cpu-clock
1500.234336,,cpu-clock
1491.978354,,cpu-clock
1492.682201,,cpu-clock
1492.700061,,cpu-clock
1496.722304,,cpu-clock
1502.010995,,cpu-clock
1525.166277,,cpu-clock
1543.675597,,cpu-clock
1497.629778,,cpu-clock
1480.325330,,cpu-clock
1479.488862,,cpu-clock
1493.820029,,cpu-clock
1499.107934,,cpu-clock
1492.151467,,cpu-clock
1514.571278,,cpu-clock
1492.018164,,cpu-clock
1483.249293,,cpu-clock
1504.346121,,cpu-clock
1506.051519,,cpu-clock
1505.530007,,cpu-clock
1503.310396,,cpu-clock
1595.175933,,cpu-clock
1493.141850,,cpu-clock
1552.533531,,cpu-clock
1491.672144,,cpu-clock
1497.106712,,cpu-clock
1498.164951,,cpu-clock
1482.888649,,cpu-clock
1489.748387,,cpu-clock
1497.913017,,cpu-clock
1500.149590,,cpu-clock
1494.706200,,cpu-clock
1533.525696,,cpu-clock
1507.755533,,cpu-clock
1512.623282,,cpu-clock
1502.591582,,cpu-clock
